datetime,portfolio_value,cash,return
2023-01-03 09:30:00-05:00,100000.0,100000.0,
2023-01-04 09:30:00-05:00,100001.52000427246,99820.82000732422,1.5200042724705654e-05
2023-01-05 09:30:00-05:00,99995.76000976562,99820.82000732422,-5.759906956004368e-05
2023-01-06 09:30:00-05:00,99994.40000915527,99820.82000732422,-1.36005827668928e-05
2023-01-07 09:30:00-05:00,99994.40000915527,99820.82000732422,0.0
2023-01-09 09:30:00-05:00,99997.54000854492,99820.82000732422,3.140175239169096e-05
2023-01-10 09:30:00-05:00,99992.78001403809,99820.82000732422,-4.7601116051732006e-05
2023-01-11 09:30:00-05:00,99999.18000793457,99820.82000732422,6.40045600850403e-05
2023-01-12 09:30:00-05:00,100003.78001403809,99820.82000732422,4.6000438234994334e-05
2023-01-13 09:30:00-05:00,100002.52000427246,99820.82000732422,-1.2599621388775795e-05
2023-01-14 09:30:00-05:00,100002.52000427246,99820.82000732422,0.0
2023-01-17 09:30:00-05:00,100004.9400024414,99820.82000732422,2.4199371864153107e-05
2023-01-18 09:30:00-05:00,100005.10000610352,99820.82000732422,1.5999575830871748e-06
2023-01-19 09:30:00-05:00,100002.26000976562,99820.82000732422,-2.8398515052874274e-05
2023-01-20 09:30:00-05:00,100011.02000427246,99820.82000732422,8.759796534585362e-05
2023-01-21 09:30:00-05:00,100011.02000427246,99820.82000732422,0.0
2023-01-23 09:30:00-05:00,100016.7200012207,99820.82000732422,5.6993688775541784e-05
2023-01-24 09:30:00-05:00,100017.02000427246,99820.82000732422,2.9995289962947425e-06
2023-01-25 09:30:00-05:00,100011.96000671387,99820.82000732422,-5.059136493346106e-05
2023-01-26 09:30:00-05:00,100013.82000732422,99820.82000732422,1.859778180746119e-05
2023-01-27 09:30:00-05:00,100015.4400024414,99820.82000732422,1.619771264671499e-05
2023-01-28 09:30:00-05:00,100015.4400024414,99820.82000732422,0.0
2023-01-30 09:30:00-05:00,100015.78001403809,99820.82000732422,3.39959106976373e-06
2023-01-31 09:30:00-05:00,100014.56001281738,99820.82000732422,-1.2198087347092823e-05
2023-02-01 09:30:00-05:00,100018.24000549316,99820.82000732422,3.6794569463705074e-05
2023-02-02 09:30:00-05:00,100032.42001342773,99820.82000732422,0.00014177421972028093
2023-02-03 09:30:00-05:00,100026.68000793457,99820.82000732422,-5.738145185729682e-05
2023-02-04 09:30:00-05:00,100026.68000793457,99820.82000732422,0.0
2023-02-06 09:30:00-05:00,100025.62001037598,99820.82000732422,-1.0597148265900636e-05
2023-02-07 09:30:00-05:00,100027.26000976562,99820.82000732422,1.6395793292600658e-05
2023-02-08 09:30:00-05:00,100024.92001342773,99820.82000732422,-2.339358628500321e-05
2023-02-09 09:30:00-05:00,100020.82000732422,99820.82000732422,-4.098984635991787e-05
2023-02-10 09:30:00-05:00,100011.7200012207,99820.82000732422,-9.098111875960324e-05
2023-02-11 09:30:00-05:00,100011.7200012207,99820.82000732422,0.0
2023-02-13 09:30:00-05:00,100010.30000305176,99820.82000732422,-1.4198317646485492e-05
2023-02-14 09:30:00-05:00,100009.68000793457,99820.82000732422,-6.199312642451993e-06
2023-02-15 09:30:00-05:00,100009.80000305176,99820.82000732422,1.1998350277764303e-06
2023-02-16 09:30:00-05:00,100011.56001281738,99820.82000732422,1.7598373015070834e-05
2023-02-17 09:30:00-05:00,100010.52000427246,99820.82000732422,-1.039888333698169e-05
2023-02-18 09:30:00-05:00,100010.52000427246,99820.82000732422,0.0
2023-02-21 09:30:00-05:00,100006.82000732422,99820.82000732422,-3.699607749352296e-05
2023-02-22 09:30:00-05:00,100004.2200012207,99820.82000732422,-2.5998287950024235e-05
2023-02-23 09:30:00-05:00,100004.66000366211,99820.82000732422,4.399838740898332e-06
2023-02-24 09:30:00-05:00,99999.70001220703,99820.82000732422,-4.959760330069951e-05
2023-02-25 09:30:00-05:00,99999.70001220703,99820.82000732422,0.0
2023-02-27 09:30:00-05:00,100000.56001281738,99820.82000732422,8.600031902616934e-06
2023-02-28 09:30:00-05:00,99999.48001098633,99820.82000732422,-1.079995782937715e-05
2023-03-01 09:30:00-05:00,100000.78001403809,99820.82000732422,1.3000098116666692e-05
2023-03-02 09:30:00-05:00,100000.14001464844,99820.82000732422,-6.399943975998745e-06
2023-03-03 09:30:00-05:00,100005.78001403809,99820.82000732422,5.639991492834007e-05
2023-03-04 09:30:00-05:00,100005.78001403809,99820.82000732422,0.0
2023-03-06 09:30:00-05:00,100008.86000061035,99820.82000732422,3.0798085588923385e-05
2023-03-07 09:30:00-05:00,100010.78001403809,99820.82000732422,1.9198433296008233e-05
2023-03-08 09:30:00-05:00,100009.06001281738,99820.82000732422,-1.7198158243192374e-05
2023-03-09 09:30:00-05:00,100008.92001342773,99820.82000732422,-1.3998670683745829e-06
2023-03-10 09:30:00-05:00,100005.16000366211,99820.82000732422,-3.7596744021595185e-05
2023-03-11 09:30:00-05:00,100005.16000366211,99820.82000732422,0.0
2023-03-13 09:30:00-04:00,100005.9400024414,99820.82000732422,7.79958533403402e-06
2023-03-14 09:30:00-04:00,100007.26000976562,99820.82000732422,1.3199289204068876e-05
2023-03-15 09:30:00-04:00,100013.2200012207,99820.82000732422,5.959558790524788e-05
2023-03-16 09:30:00-04:00,100021.34001159668,99820.82000732422,8.118937052392639e-05
2023-03-17 09:30:00-04:00,100021.34001159668,99820.82000732422,0.0
2023-03-18 09:30:00-04:00,100021.34001159668,99820.82000732422,0.0
2023-03-20 09:30:00-04:00,100023.32000732422,99820.82000732422,1.9795732863592264e-05
2023-03-21 09:30:00-04:00,100029.36000061035,99820.82000732422,6.038585087653203e-05
2023-03-22 09:30:00-04:00,100030.9400024414,99820.82000732422,1.5795380786665092e-05
2023-03-23 09:30:00-04:00,100030.80000305176,99820.82000732422,-1.3995608723060826e-06
2023-03-24 09:30:00-04:00,100030.80000305176,99820.82000732422,0.0
2023-03-25 09:30:00-04:00,100030.80000305176,99820.82000732422,0.0
2023-03-27 09:30:00-04:00,100025.70001220703,99820.82000732422,-5.098420531046699e-05
2023-03-28 09:30:00-04:00,100025.38000488281,99820.82000732422,-3.1992510343137326e-06
2023-03-29 09:30:00-04:00,100022.64001464844,99820.82000732422,-2.7392950011750905e-05
2023-03-30 09:30:00-04:00,100023.42001342773,99820.82000732422,7.798222274368882e-06
2023-03-31 09:30:00-04:00,100023.42001342773,99820.82000732422,0.0
2023-04-01 09:30:00-04:00,100023.42001342773,99820.82000732422,0.0
2023-04-03 09:30:00-04:00,100029.48001098633,99820.82000732422,6.0585786386679885e-05
2023-04-04 09:30:00-04:00,100032.38000488281,99820.82000732422,2.899139229928238e-05
2023-04-05 09:30:00-04:00,100031.34001159668,99820.82000732422,-1.0396566452630651e-05
2023-04-06 09:30:00-04:00,100031.34001159668,99820.82000732422,0.0
2023-04-07 09:30:00-04:00,100031.34001159668,99820.82000732422,0.0
2023-04-10 09:30:00-04:00,100033.92001342773,99820.82000732422,2.5791935114982678e-05
2023-04-11 09:30:00-04:00,100033.98001098633,99820.82000732422,5.997721430617275e-07
2023-04-12 09:30:00-04:00,100032.5,99820.82000732422,-1.4795082492580214e-05
2023-04-13 09:30:00-04:00,100034.60000610352,99820.82000732422,2.099323823268051e-05
2023-04-14 09:30:00-04:00,100034.60000610352,99820.82000732422,0.0
2023-04-15 09:30:00-04:00,100034.60000610352,99820.82000732422,0.0
2023-04-17 09:30:00-04:00,100033.80000305176,99820.82000732422,-7.997263463899174e-06
2023-04-18 09:30:00-04:00,100027.98001098633,99820.82000732422,-5.818025572612573e-05
2023-04-19 09:30:00-04:00,100028.64001464844,99820.82000732422,6.59819044668275e-06
2023-04-20 09:30:00-04:00,100031.76000976562,99820.82000732422,3.1191018059706366e-05
2023-04-21 09:30:00-04:00,100031.76000976562,99820.82000732422,0.0
2023-04-22 09:30:00-04:00,100031.76000976562,99820.82000732422,0.0
2023-04-24 09:30:00-04:00,100032.48001098633,99820.82000732422,7.1977262083855464e-06
2023-04-25 09:30:00-04:00,100030.66000366211,99820.82000732422,-1.8194163775797634e-05
2023-04-26 09:30:00-04:00,100029.7200012207,99820.82000732422,-9.397143249545437e-06
2023-04-27 09:30:00-04:00,100034.90000915527,99820.82000732422,5.178468893562993e-05
2023-04-28 09:30:00-04:00,100034.90000915527,99820.82000732422,0.0
2023-04-29 09:30:00-04:00,100034.90000915527,99820.82000732422,0.0
2023-05-01 09:30:00-04:00,100035.10000610352,99820.82000732422,1.9992717363859214e-06
2023-05-02 09:30:00-04:00,100031.88000488281,99820.82000732422,-3.2188713966485594e-05
2023-05-03 09:30:00-04:00,100031.80000305176,99820.82000732422,-7.997633459932985e-07
2023-05-04 09:30:00-04:00,100030.46000671387,99820.82000732422,-1.3395703544749615e-05
